client_product,iwd_product,article_number,combined_score
Golden Seafood Backfisch-Sortiment sort. 280-/300g,GOLDEN SEAFOOD Backfisch-Stäbchen 405 g,198709,0.8790000081062317
Golden Seafood Backfisch-Sortiment sort. 280-/300g,GOLDEN SEAFOOD Ofen-Backfisch 2 x 120 g,549061,0.8339999914169312
Golden Seafood Backfisch-Sortiment sort. 280-/300g,GOLDEN SEAFOOD Fischstäbchen 450g,191386,0.8309999704360962
Golden Seafood Backfisch-Sortiment sort. 280-/300g,GOLDEN SEAFOOD Pangasius-Filets 540 g,308121,0.7839999794960022
Golden Seafood Backfisch-Sortiment sort. 280-/300g,"GOLDEN SEAFOOD Riesengarnelenschwänze Natur, 225 g",191940,0.7730000019073486
Golden Seafood Lachsforellenfilet mit Haut,"GOLDEN SEAFOOD Riesengarnelenschwänze Natur, 225 g",191940,0.7519999742507935
Golden Seafood Lachsforellenfilet mit Haut,GOLDEN SEAFOOD Backfisch-Stäbchen 405 g,198709,0.7319999933242798
Golden Seafood Lachsforellenfilet mit Haut,"GOLDEN SEAFOOD Regenbogenforellen, 1000 g + 35 g Gewürzsalz",263361,0.7229999899864197
Golden Seafood Lachsforellenfilet mit Haut,"GOLDEN SEAFOOD Riesengarnelenschwänze Provencale, 250 g",191938,0.7160000205039978
Golden Seafood Lachsforellenfilet mit Haut,"GOLDEN SEAFOOD Kap- Seehecht-Filets Rosmarin/Lemon Pepper 400 g, Natur 360 g",191376,0.7149999737739563
Golden Seafood Norwegen Lachsfilet Portionen,"GOLDEN SEAFOOD Schlemmerfilet verschiedene Sorten, 400 g",191397,0.7300000190734863
Golden Seafood Norwegen Lachsfilet Portionen,"GOLDEN SEAFOOD Knusperfilets verschiedene Sorten, 400 g",192100,0.6980000138282776
Golden Seafood Norwegen Lachsfilet Portionen,GOLDEN SEAFOOD Pangasius-Filets 540 g,308121,0.6899999976158142
Golden Seafood Norwegen Lachsfilet Portionen,"GOLDEN SEAFOOD Regenbogenforellen, 1000 g + 35 g Gewürzsalz",263361,0.6790000200271606
Golden Seafood Norwegen Lachsfilet Portionen,"ALMARE Thunfischsalate, verschiedene Sorten, 160g",285186,0.5429999828338623
Golden Seafood Kabeljau Rückenfilet,GOLDEN SEAFOOD Pangasius-Filets 540 g,308121,0.7379999756813049
Golden Seafood Kabeljau Rückenfilet,GOLDEN SEAFOOD Eismeergarnelen aus Grönland 270 g,518117,0.7089999914169312
Golden Seafood Kabeljau Rückenfilet,"GOLDEN SEAFOOD Schlemmerfilet verschiedene Sorten, 400 g",191397,0.703000009059906
Golden Seafood Kabeljau Rückenfilet,"GOLDEN SEAFOOD Knusperfilets verschiedene Sorten, 400 g",192100,0.6880000233650208
Golden Seafood Kabeljau Rückenfilet,"GOLDEN SEAFOOD Kap- Seehecht-Filets Rosmarin/Lemon Pepper 400 g, Natur 360 g",191376,0.6549999713897705
Gut Bio Bio Lachsfilet,GUT BIO Bio- Knusperriegel verschiedene Sorten,548463,0.75
Gut Bio Bio Lachsfilet,"GUT BIO Bio-Antipasti, verschiedene Sorten",459212,0.7129999995231628
Gut Bio Bio Lachsfilet,Gut bio Bio-Gemüsesortiment versch. Sorten,584724,0.7120000123977661
Gut Bio Bio Lachsfilet,"Gut bio Bio-Gemüsesortiment, versch. Sorten",584753,0.7120000123977661
Gut Bio Bio Lachsfilet,"GUT BIO Frischkäse, verschiedene Sorten, 160g",481842,0.7099999785423279
Meine Metzgerei Hackfleisch gemischt XXL,"MEINE METZGEREI Hackfleisch vom Schwein, 800 g",680523,0.7599999904632568
Meine Metzgerei Hackfleisch gemischt XXL,"MEINE METZGEREI Hackfleisch, gemischt aus Rind- und, Schweinefleisch, 800g",211027,0.7089999914169312
Meine Metzgerei Hackfleisch gemischt XXL,FAIR&GUT Hackfleisch XXL vom Rind,550926,0.6710000038146973
Meine Metzgerei Hackfleisch gemischt XXL,"GUT DREI EICHEN Bratwurst 1000 g, PK",487879,0.5590000152587891
Meine Metzgerei Hackfleisch gemischt XXL,"VALENSINA Einfach Schorle, Apfel-Zitrone, Apfel-Kirsche, BO",657328,0.5550000071525574
Meine Metzgerei Hackfleisch gemischt,"MEINE METZGEREI Hackfleisch gemischt aus Rind- und Schweinefleisch, 500 g",212308,0.7590000033378601
Meine Metzgerei Hackfleisch gemischt,"MEINE METZGEREI Hackfleisch, gemischt aus Rind- und, Schweinefleisch, 800g",211027,0.7519999742507935
Meine Metzgerei Hackfleisch gemischt,FAIR&GUT Hackfleisch XXL vom Rind,550926,0.7099999785423279
Meine Metzgerei Hackfleisch gemischt,FAIR&GUT Hackfleisch vom Rind,550925,0.7059999704360962
Meine Metzgerei Hackfleisch gemischt,"Spitzkohl lose, Klasse: I, je kg, Ursprung: Portugal, KGM",230751,0.5230000019073486
Fair & Gut Hackfleisch gemischt v. Rind u. Schwein,FAIR&GUT Hackfleisch vom Rind,550925,0.8479999899864197
Fair & Gut Hackfleisch gemischt v. Rind u. Schwein,FAIR&GUT Hackfleisch XXL vom Rind,550926,0.8349999785423279
Fair & Gut Hackfleisch gemischt v. Rind u. Schwein,"Süßkartoffeln, je kg, Ursprung: USA, KGM",230754,0.6060000061988831
Fair & Gut Hackfleisch gemischt v. Rind u. Schwein,"Spitzkohl lose, Klasse: I, je kg, Ursprung: Portugal, KGM",230751,0.6029999852180481
Fair & Gut Hackfleisch gemischt v. Rind u. Schwein,"PICKERD Tortencreme hell, Erdbeere",666053,0.6000000238418579
Bio Hackfleisch gemischt,"BIO Bio-Hackfleisch gemischt aus Rind- und Schweinefleisch, 400 g",211987,0.7020000219345093
Bio Hackfleisch gemischt,"BIO Bio Hackfleisch vom Rind, XXL Packung, 800g",655654,0.6629999876022339
Bio Hackfleisch gemischt,"Bio-Leberpastete verschiedene Sorten, PK",566336,0.6349999904632568
Bio Hackfleisch gemischt,BIO Bio NL Apfelmus ungezuckert,605624,0.621999979019165
Bio Hackfleisch gemischt,Bio-Dinkelvollkorn-Krusti,596552,0.6179999709129333
Fair & Gut Hackfleisch gemischt XXL,FAIR&GUT Hackfleisch XXL vom Rind,550926,0.8399999737739563
Fair & Gut Hackfleisch gemischt XXL,FAIR&GUT Hackfleisch vom Rind,550925,0.7919999957084656
Fair & Gut Hackfleisch gemischt XXL,"Dinkel- Sonnenkernweck Dinkelkleingebäck, Stück",263389,0.5899999737739563
Fair & Gut Hackfleisch gemischt XXL,"GUT DREI EICHEN Bratwurst 1000 g, PK",487879,0.5730000138282776
Fair & Gut Hackfleisch gemischt XXL,"Spitzkohl lose, Klasse: I, je kg, Ursprung: Portugal, KGM",230751,0.5709999799728394
Bio Rinderhackfleisch,"BIO Bio Hackfleisch vom Rind, XXL Packung, 800g",655654,0.6539999842643738
Bio Rinderhackfleisch,"BIO Bio-Hackfleisch gemischt aus Rind- und Schweinefleisch, 400 g",211987,0.6420000195503235
Bio Rinderhackfleisch,Bio-Dinkelvollkorn-Krusti,596552,0.6370000243186951
Bio Rinderhackfleisch,BIO Bio NL Apfelmus ungezuckert,605624,0.5759999752044678
Bio Rinderhackfleisch,"BIO Bio-Speisefrühkartoffeln, 1,5kg, festkochend, DE-ÖKO-044, Ursprung: s. Etikett",230210,0.5329999923706055
Fair & Gut Hackfleisch Rind,FAIR&GUT Hackfleisch vom Rind,550925,0.9440000057220459
Fair & Gut Hackfleisch Rind,FAIR&GUT Hackfleisch XXL vom Rind,550926,0.9200000166893005
Fair & Gut Hackfleisch Rind,"Spitzweck Weizenbrötchen, Stück",263393,0.6660000085830688
Fair & Gut Hackfleisch Rind,"PICKERD Tortencreme hell, Erdbeere",666053,0.6209999918937683
Fair & Gut Hackfleisch Rind,"Süßkartoffeln, je kg, Ursprung: USA, KGM",230754,0.597000002861023
Fair & Gut Rinderhackfleisch fettreduziert 5%,FAIR&GUT Hackfleisch 5% Fett,550895,0.8230000138282776
Fair & Gut Rinderhackfleisch fettreduziert 5%,FAIR&GUT Hackfleisch vom Rind,550925,0.7459999918937683
Fair & Gut Rinderhackfleisch fettreduziert 5%,FAIR&GUT Hackfleisch XXL vom Rind,550926,0.7440000176429749
Fair & Gut Rinderhackfleisch fettreduziert 5%,"FAIR&GUT Hackfleisch gem. vom Schwein und Rind, 500 g",648898,0.6830000281333923
Fair & Gut Rinderhackfleisch fettreduziert 5%,"Spitzkohl lose, Klasse: I, je kg, Ursprung: Portugal, KGM",230751,0.5559999942779541
Bio Hackfleisch vom Rind XXL,"BIO Bio Hackfleisch vom Rind, XXL Packung, 800g",655654,0.8240000009536743
Bio Hackfleisch vom Rind XXL,Bio-Dinkelvollkorn-Krusti,596552,0.6259999871253967
Bio Hackfleisch vom Rind XXL,BIO Bio NL Apfelmus ungezuckert,605624,0.6079999804496765
Bio Hackfleisch vom Rind XXL,"BIO Bio-Aufschnitt-Sortiment Schinken-Lyoner, Leberkäse, fein, 125 g, PK",499158,0.6050000190734863
Bio Hackfleisch vom Rind XXL,"BIO Bio-Speisefrühkartoffeln, 1,5kg, festkochend, DE-ÖKO-044, Ursprung: s. Etikett",230210,0.5740000009536743
Fair & Gut Rinderhackfleisch XXL,FAIR&GUT Hackfleisch XXL vom Rind,550926,0.800000011920929
Fair & Gut Rinderhackfleisch XXL,"Schinken-Käse-Croissant Plunderhörnchen gefüllt, mit Schinken und Käse, Stück",187150,0.5879999995231628
Fair & Gut Rinderhackfleisch XXL,"GUT DREI EICHEN Bacon 100 g, PK",203149,0.5799999833106995
Fair & Gut Rinderhackfleisch XXL,"Dinkel- Sonnenkernweck Dinkelkleingebäck, Stück",263389,0.574999988079071
Fair & Gut Rinderhackfleisch XXL,"VALENSINA Einfach Schorle, Apfel-Zitrone, Apfel-Kirsche, BO",657328,0.5479999780654907
Gut Bio Bio Lachsfilet portioniert,Gut bio Bio-Gemüsesortiment versch. Sorten,584724,0.7889999747276306
Gut Bio Bio Lachsfilet portioniert,"Gut bio Bio-Gemüsesortiment, versch. Sorten",584753,0.7889999747276306
Gut Bio Bio Lachsfilet portioniert,"GUT BIO Bio-Antipasti, verschiedene Sorten",459212,0.7580000162124634
Gut Bio Bio Lachsfilet portioniert,GUT BIO Bio-Buttergemüse 300g,564818,0.7450000047683716
Gut Bio Bio Lachsfilet portioniert,GUT BIO Bio Oliven entsteint verschiedene Sorten,484535,0.7409999966621399
Golden Seafood Norwegisches Lachsfilet,"GOLDEN SEAFOOD Schlemmerfilet verschiedene Sorten, 400 g",191397,0.6729999780654907
Golden Seafood Norwegisches Lachsfilet,GOLDEN SEAFOOD Eismeergarnelen aus Grönland 270 g,518117,0.6679999828338623
Golden Seafood Norwegisches Lachsfilet,"GOLDEN SEAFOOD Riesengarnelenschwänze Natur, 225 g",191940,0.6669999957084656
Golden Seafood Norwegisches Lachsfilet,"GOLDEN SEAFOOD Regenbogenforellen, 1000 g + 35 g Gewürzsalz",263361,0.6430000066757202
Golden Seafood Norwegisches Lachsfilet,GOURMET FINEST CUISINE MSC Thunfisch mit Trüffel 160 g,522070,0.5879999995231628
Fair & Gut Spare Ribs St. Louis Cut gewürzt,"GUTFRIED Junior verschiedene Sorten, PK",204078,0.5580000281333923
Fair & Gut Spare Ribs St. Louis Cut gewürzt,"Gut drei Eichen Mini Teller, verschiedene Sorten, PK",203990,0.5400000214576721
Fair & Gut Spare Ribs St. Louis Cut gewürzt,"GUT DREI EICHEN Bayerischer Leberkäse, verschiedene Sorten, PK",202738,0.5270000100135803
Fair & Gut Spare Ribs St. Louis Cut gewürzt,"Schinken-Käse-Croissant Plunderhörnchen gefüllt, mit Schinken und Käse, Stück",187150,0.4959999918937683
Fair & Gut Spare Ribs St. Louis Cut gewürzt,"VALENSINA Einfach Schorle, Apfel-Zitrone, Apfel-Kirsche, BO",657328,0.488999992609024
Meine Metzgerei Lamm Medaillons aus Neuseeland mariniert,"Jack's Farm Lammsteaks gesalzen / mariniert, 400 g",191688,0.5960000157356262
Meine Metzgerei Lamm Medaillons aus Neuseeland mariniert,"MEINE METZGEREI Frikadelle (300 g, PK)",202335,0.593999981880188
Meine Metzgerei Lamm Medaillons aus Neuseeland mariniert,"LANDFRIEDE Gewalztee Bandnudeln, glattrigedelt",194462,0.5130000114440918
Meine Metzgerei Lamm Medaillons aus Neuseeland mariniert,"Fußball-Laugenbrötchen Laugengebäck, Stück",187467,0.4869999885559082
Meine Metzgerei Lamm Medaillons aus Neuseeland mariniert,"Granatapfel Klasse: I, Stück, Ursprung: Peru",227872,0.4690000116825104
Meine Metzgerei Lammrücken mariniert kg-Preis,"MEINE KÄSETHEKE Irischer Cheddar Scheiben, 175g; restl. Sorten 200g",202503,0.5529999732971191
Meine Metzgerei Lammrücken mariniert kg-Preis,MEINE KUCHENWELT Frischei-Waffeln 250g,187408,0.5339999794960022
Meine Metzgerei Lammrücken mariniert kg-Preis,BON-RI Basmati Reis 1kg,193967,0.5270000100135803
Meine Metzgerei Lammrücken mariniert kg-Preis,BON-RI Jasmin Reis 1kg,199292,0.4900000095367432
Meine Metzgerei Lammrücken mariniert kg-Preis,"Äpfel Pinova lose aus Deutschland, Klasse: I, je kg, Ursprung: Deutschland, KGM",230708,0.4679999947547913
Fair & Gut Minutensteaks vom Rind,TILLMAN'S Toasty Käse,648856,0.5249999761581421
Fair & Gut Minutensteaks vom Rind,"Ferrero Giotto Momenti  154,8g",157389,0.5220000147819519
Fair & Gut Minutensteaks vom Rind,Mikado versch. Sorten,113194,0.5009999871253967
Fair & Gut Minutensteaks vom Rind,Obstknoten- beutel,212268,0.4900000095367432
Fair & Gut Minutensteaks vom Rind,Trauben dunkel kernlos,230685,0.4880000054836273
Bio Rindersteaks sort. kg-Preis ca. 200g,Bio Krustenschinken 100g,495973,0.7020000219345093
Bio Rindersteaks sort. kg-Preis ca. 200g,Bio-Roggenvollkornbrot 500g,586835,0.6809999942779541
Bio Rindersteaks sort. kg-Preis ca. 200g,"Bio Gemüse versch. Sorten 3,98/5,97/kg",621312,0.6729999780654907
Bio Rindersteaks sort. kg-Preis ca. 200g,Bio-Heublumenkäse 150g,635407,0.6570000052452087
Bio Rindersteaks sort. kg-Preis ca. 200g,"Bio-Salami mit Pfeffer, 80 g, PK",473914,0.625
Fair & Gut Hähnchen-Ministeaks,PRAXISCH FERTIG Asia-Taschen Gyoza Huhn o. Gemüse,477714,0.5400000214576721
Fair & Gut Hähnchen-Ministeaks,"GUTFRIED Junior verschiedene Sorten, PK",204078,0.5080000162124634
Fair & Gut Hähnchen-Ministeaks,"GUT DREI EICHEN Bayerischer Leberkäse, verschiedene Sorten, PK",202738,0.4930000007152557
Fair & Gut Hähnchen-Ministeaks,"Knoblauch frisch aus Deutschland Klasse: I, Stück, Ursprung: Deutschland",227978,0.4659999907016754
Fair & Gut Hähnchen-Ministeaks,Schmälzie Schwäb. Landschinken,489832,0.4309999942779541
Fair & Gut Puten Ministeak,"Gut drei Eichen Mini Teller, verschiedene Sorten, PK",203990,0.5419999957084656
Fair & Gut Puten Ministeak,"GUTFRIED Junior verschiedene Sorten, PK",204078,0.5059999823570251
Fair & Gut Puten Ministeak,PRAXISCH FERTIG Asia-Taschen Gyoza Huhn o. Gemüse,477714,0.4869999885559082
Fair & Gut Puten Ministeak,Schmälzie Schwäb. Landschinken,489832,0.4580000042915344
Fair & Gut Puten Ministeak,"GUT DREI EICHEN Bayerischer Leberkäse, verschiedene Sorten, PK",202738,0.453000009059906
Gut Bio Sommersteaks mariniert vom Schwein sort.,Nur Nur Natur Bio-Vollkorn Basmati Reis 500g,494015,0.6179999709129333
Gut Bio Sommersteaks mariniert vom Schwein sort.,GOURMET FINEST CUISINE MSC Thunfisch mit Trüffel 160 g,522070,0.5759999752044678
Gut Bio Sommersteaks mariniert vom Schwein sort.,HUR NUR NATUR Bio-Spaghetti Dinkel,486241,0.5730000138282776
Gut Bio Sommersteaks mariniert vom Schwein sort.,GOURMET FINEST CUISINE Wurzelbrot Natur oder Walnuss,596740,0.5659999847412109
Gut Bio Sommersteaks mariniert vom Schwein sort.,"Birnen Nashi, Stück, Ursprung: China",229079,0.5199999809265137
Fair & Gut Schweinefilet,"Spitzweck Weizenbrötchen, Stück",263393,0.6669999957084656
Fair & Gut Schweinefilet,Schmälzie Schwäb. Landschinken,489832,0.6449999809265137
Fair & Gut Schweinefilet,"PICKERD Tortencreme hell, Erdbeere",666053,0.640999972820282
Fair & Gut Schweinefilet,Dinkelbürli,270407,0.625
Fair & Gut Schweinefilet,Gösser NaturRadler,580973,0.597000002861023
Fair & Gut Sommersteaks vom Schwein mariniert sort.,MOSER ROTH Délice Pralinen Sommer verschiedene Sorten,463397,0.6060000061988831
Fair & Gut Sommersteaks vom Schwein mariniert sort.,ALL SEASONS Pfannengemüse versch. Sorten,577449,0.5479999780654907
Fair & Gut Sommersteaks vom Schwein mariniert sort.,"Birnen Nashi, Stück, Ursprung: China",229079,0.5429999828338623
Fair & Gut Sommersteaks vom Schwein mariniert sort.,"fürstenberg NATUR RADLER vom Ursprung der Donau Donaueschingen 0,5l",182420,0.5389999747276306
Fair & Gut Sommersteaks vom Schwein mariniert sort.,"PICKERD Tortencreme hell, Erdbeere",666053,0.4970000088214874
Bio Schweinefilet,Bio-Dinkelvollkorn-Krusti,596552,0.6880000233650208
Bio Schweinefilet,BIO Tortelloni verschiedene Sorten,645969,0.6830000281333923
Bio Schweinefilet,BIO Bio NL Apfelmus ungezuckert,605624,0.6420000195503235
Bio Schweinefilet,BIO Bio-Dinkelnudeln verschiedene Sorten,654576,0.640999972820282
Bio Schweinefilet,BIO Bio Lachsspezialitäten verschiedene Sorten,618323,0.6349999904632568
Taste of British Isles Beefsteak,TASTE OF BRITISH ISLES TK Fish & Chips 1 kg,334442,0.7310000061988831
Taste of British Isles Beefsteak,GOURMET FINEST CUISINE Gegrillte Thunfischfilets in Olivenöl,533066,0.5669999718666077
Taste of British Isles Beefsteak,"Snackstick Hähnchen Kebab-Style Plundergebäck mit, 80% Geflügelfleischzeugnis, Stück",641601,0.5609999895095825
Taste of British Isles Beefsteak,GOURMET FINEST CUISINE Tiefsee-Scallops Fleisch der Kammmuschel,534877,0.5479999780654907
Taste of British Isles Beefsteak,"GOURMET FINEST CUISINE Gourmet Edle Trüffel Marc de Champagne, Eierlikör Schoko",341353,0.5189999938011169
Fair & Gut Rumpsteak gewürzt kg-Preis,"FAIR&GUT Hackfleisch gem. vom Schwein und Rind, 500 g",648898,0.5450000166893005
Fair & Gut Rumpsteak gewürzt kg-Preis,"Hofburger Gouda gerieben, 250 g",474280,0.5090000033378601
Fair & Gut Rumpsteak gewürzt kg-Preis,BON-RI Jasmin Reis 1kg,199292,0.4970000088214874
Fair & Gut Rumpsteak gewürzt kg-Preis,BON-RI Basmati Reis 1kg,193967,0.4930000007152557
Fair & Gut Rumpsteak gewürzt kg-Preis,"WONNEMEYER Fleischsalat, verschiedene Sorten, 400 g",573662,0.425000011920929
BBQ Schwenksteaks vom Schwein gewürzt,"Fladenbrot Weizenkleingebäck, Stück ",659866,0.609000027179718
BBQ Schwenksteaks vom Schwein gewürzt,"Spitzweck Weizenbrötchen, Stück",263393,0.6050000190734863
BBQ Schwenksteaks vom Schwein gewürzt,Obstknoten- beutel,212268,0.5709999799728394
BBQ Schwenksteaks vom Schwein gewürzt,Mikado versch. Sorten,113194,0.5350000262260437
BBQ Schwenksteaks vom Schwein gewürzt,Dinkelbürli,270407,0.5139999985694885
BBQ Hähnchen Schenkelsteaks sort.,"GUT DREI EICHEN | GÜLDENHOF Schnitzel-Spezialitäten, verschiedene Sorten, PK",649891,0.6629999876022339
BBQ Hähnchen Schenkelsteaks sort.,"Schinken-Käse-Croissant Plunderhörnchen gefüllt, mit Schinken und Käse, Stück",187150,0.5950000286102295
BBQ Hähnchen Schenkelsteaks sort.,Lauchzwiebeln aus Deutschland je bund,228582,0.5730000138282776
BBQ Hähnchen Schenkelsteaks sort.,"VALENSINA Einfach Schorle, Apfel-Zitrone, Apfel-Kirsche, BO",657328,0.5529999732971191
BBQ Hähnchen Schenkelsteaks sort.,Weltmeister- Chia-Brötchen,187626,0.531000018119812
Meine Metzgerei Nackensteaks vom Schwein Natur,"Spitzweck Weizenbrötchen, Stück",263393,0.6029999852180481
Meine Metzgerei Nackensteaks vom Schwein Natur,"Birnen Nashi, Stück, Ursprung: China",229079,0.5799999833106995
Meine Metzgerei Nackensteaks vom Schwein Natur,HUR NUR NATUR Bio-Spaghetti Dinkel,486241,0.5759999752044678
Meine Metzgerei Nackensteaks vom Schwein Natur,"NATUR LIEBLINGE Speisezwiebeln gelb, Klasse: II, 1,5kg, Ursprung: Neuseeland",537014,0.5419999957084656
Meine Metzgerei Nackensteaks vom Schwein Natur,"NATUR LIEBLINGE Kirschen lose Klasse: I, je kg, Ursprung: Türkei",228189,0.5360000133514404
BBQ Nackensteaks mariniert sort.,"Jack's Farm Lammsteaks gesalzen / mariniert, 400 g",191688,0.628000020980835
BBQ Nackensteaks mariniert sort.,MÖVENPICK Mini Kuchen verschiedene Sorten,539260,0.5830000042915344
BBQ Nackensteaks mariniert sort.,Milka Pralinen verschiedene Sorten,194481,0.5550000071525574
BBQ Nackensteaks mariniert sort.,BERMONT Bonbon Kräuterli verschiedene Sorten,194088,0.5410000085830688
BBQ Nackensteaks mariniert sort.,Schmälzie Schwäb. Landschinken,489832,0.4950000047683716
Meine Metzgerei Schnitzel Paniert vom Schwein XXL,Weltmeister- Chia-Brötchen,187626,0.6449999809265137
Meine Metzgerei Schnitzel Paniert vom Schwein XXL,"MEINE KÄSETHEKE Bayerischer Weichkäse, mild & cremig, würzig & cremig, 350 g",202715,0.6159999966621399
Meine Metzgerei Schnitzel Paniert vom Schwein XXL,"MEINE KUCHENWELT Rollino Milchcreme, 222 g",270563,0.5630000233650208
Meine Metzgerei Schnitzel Paniert vom Schwein XXL,"Karls Krone Malztrunk 0,5l",606988,0.5460000038146973
Meine Metzgerei Schnitzel Paniert vom Schwein XXL,"Dinkel- Sonnenkernweck Dinkelkleingebäck, Stück",263389,0.5199999809265137
Meine Metzgerei-Hähnchen Innenfilets XXL,"MEINE METZGERIE Aufschnitt verschiedene Sorten, PK",486859,0.6669999957084656
Meine Metzgerei-Hähnchen Innenfilets XXL,"MEINE KUCHENWELT Rollino Milchcreme, 222 g",270563,0.6129999756813049
Meine Metzgerei-Hähnchen Innenfilets XXL,MEINE KUCHENWELT Nussecken 210g,187041,0.5799999833106995
Meine Metzgerei-Hähnchen Innenfilets XXL,Weltmeister- Chia-Brötchen,187626,0.5640000104904175
Meine Metzgerei-Hähnchen Innenfilets XXL,"Dinkel- Sonnenkernweck Dinkelkleingebäck, Stück",263389,0.5320000052452087
Meine Metzgerei Hähnchen Innenfilets,"MEINE METZGERIE Aufschnitt verschiedene Sorten, PK",486859,0.7450000047683716
Meine Metzgerei Hähnchen Innenfilets,"Spitzweck Weizenbrötchen, Stück",263393,0.6140000224113464
Meine Metzgerei Hähnchen Innenfilets,Obstknoten- beutel,212268,0.5799999833106995
Meine Metzgerei Hähnchen Innenfilets,"PICKERD Tortencreme hell, Erdbeere",666053,0.5759999752044678
Meine Metzgerei Hähnchen Innenfilets,TILLMAN'S Toasty Käse,648856,0.5329999923706055
